,name,location,date,content
2449,Customer,US,"Nov 8, 2021",agent katrina was very helpful for me to navigate the information of AIG plan.i got the recommendation from my friend for AIG already. but katrina made me have a pleasant process for purchasing the product. thanks again.
2450,Jean Ut,US,"Nov 8, 2021","Catherine from AARDY customer service was extremely helpful in finding us a policy that fit our needs.  She was friendly, answered all my questions promptly and provided excellent customer service. It was directly because of her that we decided to go through AARDY rather than another site.  Thank you."
2451,Randy,US,"Nov 8, 2021",They made the process very easy to complete.
2452,Luis,US,"Nov 8, 2021","The person who chatted with me was nice and efficient, I was looking for an insurance for a short trip and got a reasonable policy."
2453,Customer,US,"Nov 8, 2021",N/A
2454,Len And Christine,US,"Nov 8, 2021",Agent was to the point and professional ! Jerome answered all our questions and made our purchase simplified !
2455,Verified Customer,US,"Nov 8, 2021","I've used travel insurance for all of our major trips, have only had to use it once, thankfully.  Trustpilot is one of the major reasons I've chosen the policies I have in the past.  Will continue to do so. Aardy was helpful this time around as a consolidator of major policies and made it easier to review and compare.  A useful benefit from AARP."
2456,Sandy H.,US,"Nov 8, 2021","I had received a ""quick quote"" previously for a policy covering a 14-day cruise.  I had questions so I contacted the company.  The young woman who assisted me on the phone was very friendly, efficient, and had answers to all of my questions.  She was very professional, and we finalized the transaction within minutes after satisfactorily answering my questions.  I hope we don't need to use this travel insurance but I highly recommend the company based on today's interaction!"
2457,Debra Mack,US,"Nov 8, 2021",What an enjoyable experience that I had with Jerome. He made everything clear and I truly appreciate that. He was very patient and knowledgeable. His personality allows me to relax and make a well informed decision. If only other service providers could do that!Thanks
2458,Manoj,US,"Nov 8, 2021",The website makes it very easy to buy travel insurance.  Questions were answered promptly.
2459,John Stolar,US,"Nov 8, 2021","The experience was great, simple, well explained, and no wasted time."
2460,James Wassermann,US,"Nov 8, 2021",$ stars  because the recommended plan seemed a little light for this time.
2461,Gary T,US,"Nov 7, 2021","Called with questions, agent answered thoroughly and clearly. Website brought up comparisons and prices."
2462,Lawrence Lorber,US,"Nov 7, 2021","Had to wade through multiple travel insurance plans and quotes from different brokers or agents.  Our agent was able to explain the differences and the options.  He recommended a plan and company which was not the most expensive, actually one of the most reasonable.  The process was very easy and we saved a lot of money.  Lawrence Lorber"
2463,Judy Folkman,US,"Nov 7, 2021",the agent was very helpful with the questions we asked.
2464,Customer,US,"Nov 7, 2021","I found each agent I dealt with highly knowledgeable, respectful and courteous"
2465,Blair Jadunath,US,"Nov 7, 2021",N/A
2466,Plm,US,"Nov 6, 2021",Quote much more affordable than others I’ve researched.
2467,Peter,US,"Nov 6, 2021",Aaron provided all of the necessary info for us to purchase the appropriate coverage. Professional and pleasant!
2468,Bonnie,US,"Nov 6, 2021","Received quick, professional, friendly information."
2469,Chris,US,"Nov 6, 2021",N/A
2470,Brian H,US,"Nov 6, 2021","Great rates and great customer service. I previously didn't know much about travel insurance, but I chatted with Ana F and figured out how it works and the benefits I need in less than 15 minutes. Thanks Ana!"
2471,Jim In Nc,US,"Nov 6, 2021",Great service - staff member was very helpful and had a great deal of knowledge about the various insurance products.
2472,L Haney ,US,"Nov 6, 2021",Easy to compare policy features and great price!
2473,Mike Stivala,US,"Nov 6, 2021","Was a great site , allowed me to make comparisons of each policy and made a reccomendation on what they considered the best for the least money.  I agreed with there selection after doing my own comparisons."
2474,Mary K.,US,"Nov 6, 2021","All staff members at Aardy were both patient and  knowledgeable about travel insurance products and recommended just what I was looking for at a reasonable price. I am in my mid-seventies and enjoy my European travels, but want to be prepared for any potential accidents or health issues.  My mind is at ease.  Thank you, Aardy staff!Mary K.Michigan"
2475,Thomas,US,"Nov 5, 2021",Matthew was the rep. He was patient and helpful.
2476,P. Angland,US,"Nov 5, 2021","The in person phone call was very useful, and the agents polite.  I had a bit of difficulty buying the policy online, but phoning worked out for me."
2477,Nancy Knapp Eddy,US,"Updated Nov 5, 2021","The plan seemed straight forward and had the features that I was looking for us.  So many decisions, but this plan was easy to navigate.  My biggest concern is that our flights will be cancelled.  I am sure the plan I picked will certainly assist us with that should it happen!"
2478,Gb,US,"Nov 5, 2021","Katrina is great, informative  and helpfulViva italiaLet's go Brandon"
2479,Cindy,US,"Nov 5, 2021",N/A
2480,Customer,US,"Nov 5, 2021",Easy to compare coverage and value online. Easy to purchase online.
2481,Customer,US,"Nov 5, 2021",This is second time I’ve purchased travel insurance through Aardy.  The staff is quite knowledgeable and does not pressure you into the purchase.
2482,Customer,US,"Nov 5, 2021",N/A
2483,Jerry,US,"Nov 5, 2021","Easy process, on line.  Fast Service"
2484,Bruce Mccomb,US,"Nov 5, 2021",We really appreciated the Aardy's repersentative's assistance.  The representative was knowledgeable and walked us through the process for costing and selecting the travel insurance.  He made something that could be complex very easy.
2485,Marion Vanson,US,"Nov 5, 2021","My issue was dealt with competently, politely, and quickly"
2486,Susanna,US,"Nov 5, 2021",N/A
2487,Customer,US,"Nov 5, 2021",N/A
2488,Customer,US,"Nov 5, 2021",N/A
2489,Jan,US,"Nov 5, 2021",Very friendly and helpful agent who answered my questions.
2490,Customer Ron,US,"Nov 4, 2021",Always helpful guidance and explanation of the policies
2491,Jerry Pawlak,US,"Nov 4, 2021","quick, easy.  Good way to compare policies."
2492,Maxjax Owner,US,"Nov 4, 2021",I called and in a few minutes received some good advice on which plans provided the features that I wanted for my upcoming trip.
2493,Sirtoby,US,"Nov 4, 2021","The agent, Brendon, was both knowledgeable and professional. This was my first travel insurance policy outside of the standard cruise policies. He answered all of my questions immediately. I was very impressed. I wound up purchasing over the phone after getting quotes online. Would definitely use again"
2494,Customer,US,"Nov 4, 2021",Very helpful and responsive to questions.
2495,Candy Soliz,US,"Nov 4, 2021",I received the best customer service I have received in years!!!   Catherine wasvery helpful in the best policy to choose in accordance to what I was looking for.Thanks ...Candy Soliz
2496,Customer,US,"Nov 4, 2021",Looked at multiple travel insurance sites without making a decision.  I found Aardy.com on the AARP site.  The Aardy site offered several options and I picked one of those.  I chatted with Denise at Aardy.com who answered all my questions concerning the policy.  She was terrific - happy with my decision thus far.
2497,Russ Cline,US,"Nov 4, 2021",Outstanding service. Easy to review plan options and Aaron was very helpful  explaining the details.
2498,Customer,US,"Nov 4, 2021",Brandon was very helpful and pleasant to work with.
2499,Customer,US,"Nov 4, 2021",Helpful and appropriately pro-active.  But the real test will be if we have to file a claim and have trouble with it.
2500,Customer,US,"Nov 4, 2021",The website is easy to use and I got my quote right away.
2501,Customer,US,"Updated Nov 4, 2021","I found Aardy through AARP so I felt confident they would be honest and reliable.  The online process is very easy to use and edit as needed. When I had a question regarding secondary coverage, I used the chat function.  The agent was knowledgeable and quickly provided the information I needed.  Aardy found the best rate for the insurance I needed for my trip to France."
